ID,pid,MATINH,Urban_Rural,age,gender,Q302,Q303A,Q303B,Q304_1,Q304_2,Q304_3,Q304_4,Q305A1,Q305A2,Q305B1,Q305B2,Q306,Q307,Q308,Q309,Q310A1,Q310A2,Q310B1,Q310B2,Q311,Q305A,Q305B,Q310AA,Q310B,region3,agegroup,weight
8.78703E+14,2,87,1,51,2,8,0,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
9.59543E+14,1,95,1,55,2,10,2,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
8.98843E+14,6,89,1,58,2,5,1,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.77473E+14,3,77,1,47,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
9.29233E+14,3,92,1,50,2,5,1,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.27123E+14,2,72,1,56,2,12,4,0,3,,,,9,95,9,56,2,1,2000,2,,,,,,Buôn bán n_____c,,,,South,45-64,1763397
9.39313E+14,1,93,1,60,2,4,0,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
9.39313E+14,3,93,1,58,2,3,0,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.97773E+14,3,79,1,49,2,3,1,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.47183E+14,2,74,1,52,2,3,0,0,3,,,,9,95,9,56,2,1,3000,2,,,,,,Buôn Bán hàng an,,,,South,45-64,1763397
7.97763E+14,4,79,1,64,2,10,4,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
9.29163E+14,4,92,1,48,2,5,1,0,1,,,,9,91,11,64,4,1,3520,1,,,,,,T___P V___,,,,South,45-64,1763397
7.57313E+14,2,75,1,55,2,12,3,2,1,,,,4,41,13,74,6,1,9000,2,,,,,,công nhân,,,,South,45-64,1763397
7.97773E+14,3,79,1,45,2,9,2,0,3,,,,9,91,3,14,2,1,4000,2,,,,,,chu tiêm may,,,,South,45-64,1763397
7.97663E+14,1,79,1,45,2,9,2,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.97733E+14,1,79,1,52,2,6,1,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.97663E+14,4,79,1,46,2,12,3,0,3,,,,9,95,7,47,2,1,3000,2,,,,,,bán ga,,,,South,45-64,1763397
7.47183E+14,1,74,1,54,2,9,2,0,3,,,,9,95,9,56,2,1,10000,2,,,,,,buôn bán hàng an u___ng,,,,South,45-64,1763397
7.97753E+14,2,79,1,59,2,6,1,1,1,,,,9,95,19,97,4,1,3000,2,,,,,,làm cong,,,,South,45-64,1763397
7.97753E+14,2,79,1,50,2,6,1,1,1,,,,9,95,9,56,4,1,7500,2,,,,,,ph___ quán,,,,South,45-64,1763397
8.98833E+14,3,89,1,49,2,3,1,0,3,,,,9,95,7,47,4,2,,,,,,,,buôn bán,,,,South,45-64,1763397
7.97613E+14,2,79,1,56,2,12,3,2,3,,,,9,93,19,98,4,1,2000,2,,,,,,làm may t___i nhà,,,,South,45-64,1763397
9.29173E+14,1,92,1,61,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
9.19093E+14,2,91,1,62,2,3,0,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
9.18993E+14,2,91,1,64,2,2,1,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.77483E+14,2,77,1,64,2,10,3,0,2,,,,6,63,1,1,1,1,300,2,,,,,,trô__ng tro__t,,,,South,45-64,1763397
7.97703E+14,2,79,1,54,2,12,5,4,1,,,,6,61,1,1,5,1,7000,1,,,,,,nvvp,,,,South,45-64,1763397
7.27093E+14,3,72,1,57,2,6,1,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.47233E+14,2,74,1,46,2,6,1,0,3,,,,9,95,9,56,4,1,4000,2,,,,,,bán hàng an t___i nhà,,,,South,45-64,1763397
7.57363E+14,1,75,1,62,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
9.29193E+14,2,92,1,57,2,9,2,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
9.29163E+14,2,92,1,46,2,7,2,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
9.18993E+14,2,91,1,64,2,7,2,2,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.97653E+14,2,79,1,61,2,5,1,1,1,3,,,5,52,9,56,4,1,3000,2,,,,,,bán n_____c,,,,South,45-64,1763397
8.98843E+14,5,89,1,58,2,2,1,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.77473E+14,1,77,1,61,2,6,2,0,3,,,,7,75,3,14,4,1,3000,2,,,,,,th___ may t___i nhà,,,,South,45-64,1763397
7.47183E+14,1,74,1,60,2,5,0,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.97683E+14,3,79,1,45,2,6,1,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.97783E+14,3,79,1,64,2,9,2,0,3,,,,9,95,9,56,2,1,6000,2,,,,,,bán xôi,,,,South,45-64,1763397
9.19093E+14,2,91,1,47,2,8,1,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
9.29173E+14,3,92,1,47,2,4,1,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
8.78703E+14,1,87,1,64,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.47213E+14,1,74,1,52,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.47183E+14,2,74,1,58,2,9,0,0,3,,,,9,91,19,97,2,1,7000,2,,,,,,Giúp vi___c nhà,,,,South,45-64,1763397
7.97683E+14,2,79,1,64,2,9,2,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
8.78703E+14,1,87,1,58,2,3,0,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.97753E+14,4,79,1,48,2,7,1,0,2,,,,5,52,9,56,4,1,7000,2,,,,,,buôn bán nuoc giai khay,,,,South,45-64,1763397
9.18993E+14,2,91,1,56,2,5,1,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.47183E+14,3,74,1,50,2,12,3,0,3,,,,9,95,9,56,2,1,1000,2,,,,,,Buôn Bán Cà phê,,,,South,45-64,1763397
7.27123E+14,1,72,1,60,2,5,0,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
9.29233E+14,2,92,1,51,2,5,1,0,3,,,,9,95,7,46,4,1,2500,2,,,,,,buôn bán t___i nhà,,,,South,45-64,1763397
7.57313E+14,1,75,1,46,2,12,3,0,1,,,,5,51,19,97,4,1,9000,2,,,,,,ch___ hang hoa,,,,South,45-64,1763397
7.97663E+14,2,79,1,53,2,7,1,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.97613E+14,1,79,1,49,2,9,2,0,3,,,,9,95,9,56,4,1,4000,2,,,,,,buôn bán,,,,South,45-64,1763397
7.97653E+14,1,79,1,64,2,10,2,1,1,,,,5,52,9,56,4,1,6000,2,,,,,,ph___ quán,,,,South,45-64,1763397
7.27033E+14,1,72,1,54,2,2,0,0,1,,,,9,91,9,56,2,1,3000,2,,,,,,Giúp vi___c quán bún bò,,,,South,45-64,1763397
7.97603E+14,2,79,1,49,2,5,1,1,1,,,,9,94,9,56,4,1,4500,2,,,,,,ph___ quán an,,,,South,45-64,1763397
7.97603E+14,1,79,1,58,2,12,3,3,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
9.29173E+14,1,92,1,53,2,5,0,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.97663E+14,4,79,1,55,2,9,2,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.97733E+14,2,79,1,48,2,9,2,0,3,,,,9,95,9,56,4,1,6000,2,9,95,21,96,4,BUÔN BÁN TRÁI CÂY,,Nh___n s___y gi___t qu___n áo,,South,45-64,1763397
9.18993E+14,4,91,1,60,2,3,1,0,3,,,,9,96,19,97,4,1,3000,2,,,,,,LÀ THUYÊ,,,,South,45-64,1763397
8.98893E+14,1,89,1,55,2,4,1,0,3,,,,9,95,7,47,4,1,9000,2,,,,,,BUÔN BÁN BÚN,,,,South,45-64,1763397
7.47183E+14,2,74,1,63,2,9,1,0,3,,,,9,95,7,47,2,1,3000,2,,,,,,Buôn h___t gi___ng,,,,South,45-64,1763397
7.57313E+14,2,75,1,50,2,2,0,0,1,,,,9,92,4,35,4,1,3900,1,,,,,,công nhân,,,,South,45-64,1763397
7.97603E+14,2,79,1,60,2,5,1,1,1,,,,9,95,7,47,4,1,10000,2,,,,,,buôn bán,,,,South,45-64,1763397
7.47183E+14,1,74,1,56,2,9,0,0,1,,,,9,94,9,56,4,1,7000,2,,,,,,Nhân viên ph___ bánh ba con g___u,,,,South,45-64,1763397
7.97663E+14,3,79,1,59,2,9,2,2,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.97663E+14,4,79,1,60,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.97763E+14,3,79,1,48,2,9,2,0,3,,,,9,95,9,56,4,1,15000,2,,,,,,Buôn bán d___ an,,,,South,45-64,1763397
9.29163E+14,3,92,1,60,2,5,1,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.97663E+14,1,79,1,57,2,3,0,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.77473E+14,1,77,1,52,2,9,2,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.97663E+14,1,79,1,50,2,9,2,0,1,,,,7,75,3,14,4,1,1000,2,,,,,,k___t ph___ li___u t___i nhà,,,,South,45-64,1763397
7.57313E+14,1,75,1,54,2,7,1,0,1,,,,9,93,3,15,6,1,9600,1,,,,,,công nhân,,,,South,45-64,1763397
9.39313E+14,3,93,1,48,2,9,2,0,3,,,,9,94,9,56,4,1,10000,2,,,,,,buôn bán,,,,South,45-64,1763397
9.39373E+14,3,93,1,54,2,4,1,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.47183E+14,3,74,1,56,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.47183E+14,1,74,1,53,2,2,0,0,3,,,,7,75,1,1,4,1,700,2,,,,,,g___t h___t di___u,,,,South,45-64,1763397
7.27093E+14,2,72,1,52,2,11,2,0,3,,,,9,95,9,56,2,1,9000,2,,,,,,bán quán an,,,,South,45-64,1763397
9.39373E+14,1,93,1,64,2,3,1,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.47183E+14,2,74,1,63,2,9,2,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.97773E+14,3,79,1,48,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.57363E+14,3,75,1,52,2,12,5,0,1,,,,2,23,16,85,5,1,10000,1,,,,,,giáo viên,,,,South,45-64,1763397
9.29173E+14,1,92,1,60,2,0,0,0,1,,,,6,63,1,1,4,1,400,2,,,,,,lam thue,,,,South,45-64,1763397
7.47253E+14,1,74,1,64,2,8,1,2,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.97613E+14,2,79,1,47,2,12,3,0,1,,,,7,75,3,14,4,1,6000,2,,,,,,may d___,,,,South,45-64,1763397
7.47253E+14,1,74,1,59,2,4,0,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.57313E+14,2,75,1,63,2,11,2,2,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.47253E+14,3,74,1,49,2,7,1,0,1,,,,7,75,3,20,6,1,6000,1,,,,,,công nhân s___n xu___t m___ ph___m,,,,South,45-64,1763397
8.98833E+14,6,89,1,64,2,5,1,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
9.29173E+14,1,92,1,47,2,6,0,0,3,,,,9,96,19,97,4,1,4000,2,,,,,,làm thuê,,,,South,45-64,1763397
7.47243E+14,2,74,1,45,2,6,1,0,1,,,,7,75,3,14,4,1,7000,1,,,,,,Công Nhân may qu___n áo,,,,South,45-64,1763397
7.47183E+14,2,74,1,59,2,3,0,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.27123E+14,1,72,1,62,2,8,1,0,3,,,,9,95,9,56,2,1,2000,2,,,,,,buôn bán quán n_____c,,,,South,45-64,1763397
9.29173E+14,2,92,1,62,2,3,0,0,2,,,,9,92,1,1,1,1,1000,2,,,,,,làm ru___ng,,,,South,45-64,1763397
7.97613E+14,2,79,1,52,2,6,1,0,3,,,,9,95,9,56,4,1,6000,2,,,,,,buin ban nuoc,,,,South,45-64,1763397
7.97603E+14,3,79,1,53,2,10,2,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.97753E+14,2,79,1,53,2,1,3,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.57363E+14,1,75,1,48,2,12,5,0,1,,,,3,36,16,85,5,1,10000,1,,,,,,giáo viên,,,,South,45-64,1763397
8.98833E+14,3,89,1,52,2,5,1,0,3,,,,9,95,9,56,4,1,3000,2,,,,,,BUÔN BÁN,,,,South,45-64,1763397
7.47183E+14,3,74,1,53,2,5,0,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
8.98843E+14,4,89,1,56,2,11,3,0,3,,,,9,95,7,47,4,1,1000,2,,,,,,BUÔN BÁN,,,,South,45-64,1763397
7.77473E+14,5,77,1,59,2,10,3,2,3,,,,9,95,9,56,4,1,1000,2,,,,,,Buôn bán d___ an,,,,South,45-64,1763397
7.77473E+14,5,77,1,57,2,3,0,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.57313E+14,1,75,1,49,2,9,2,0,1,,,,9,93,3,16,6,1,3600,1,,,,,,công nhân,,,,South,45-64,1763397
7.97693E+14,2,79,1,59,2,3,1,0,3,,,,9,95,21,96,4,1,1000,2,,,,,,buôn bán t___p hóa t___i nhà.,,,,South,45-64,1763397
7.47253E+14,1,74,1,59,2,2,0,0,3,,,,9,95,7,47,2,1,2000,2,,,,,,buôn bán qu___n áo,,,,South,45-64,1763397
7.97673E+14,4,79,1,56,2,9,2,0,3,,,,7,75,3,27,2,1,5000,2,,,,,,lao d___mg th___ công,,,,South,45-64,1763397
7.57363E+14,1,75,1,57,2,12,3,4,3,,,,9,96,21,96,4,1,3000,2,,,,,,gi___ tr___ ___ nhà,,,,South,45-64,1763397
7.47243E+14,2,74,1,60,2,5,0,0,3,,,,9,95,9,56,2,1,7000,2,,,,,,Ch___ N___u ti___c,,,,South,45-64,1763397
7.47183E+14,2,74,1,45,2,10,2,0,1,,,,7,75,3,11,5,1,6000,1,,,,,,n___u an cho h___c sinh,,,,South,45-64,1763397
7.77483E+14,1,77,1,53,2,2,0,0,3,,,,9,95,21,96,4,1,2000,2,,,,,,bán vé s___,,,,South,45-64,1763397
9.29163E+14,8,92,1,64,2,7,2,0,3,,,,9,95,9,56,4,1,4500,2,,,,,,buôn bán hàng an sáng t___i nhà,,,,South,45-64,1763397
8.98833E+14,3,89,1,64,2,5,1,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.77473E+14,2,77,1,57,2,9,0,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.47183E+14,2,74,1,56,2,9,2,0,3,,,,9,95,9,56,2,1,5000,2,,,,,,Buôn Bán hàng an,,,,South,45-64,1763397
7.27123E+14,2,72,1,46,2,7,1,0,3,,,,9,95,9,56,2,1,2500,2,,,,,,buôn bán n_____c,,,,South,45-64,1763397
7.77473E+14,2,77,1,46,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
8.28233E+14,1,82,1,47,2,1,1,0,1,,,,9,91,9,56,4,1,3000,2,,,,,,làm thuê,,,,South,45-64,1763397
7.97663E+14,1,79,1,55,2,5,1,0,3,,,,9,95,9,56,2,1,8000,2,,,,,,buôn bán hàng an( bánh _____t),,,,South,45-64,1763397
9.29163E+14,1,92,1,58,2,4,1,0,3,,,,9,91,21,96,4,1,3600,2,,,,,,giúp vi___c nhà,,,,South,45-64,1763397
7.97703E+14,1,79,1,54,2,12,5,4,1,,,,5,52,21,96,4,1,6000,2,,,,,,nv bán hàng,,,,South,45-64,1763397
7.97603E+14,1,79,1,56,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.97613E+14,2,79,1,46,2,9,2,0,3,,,,7,75,19,98,4,1,8000,2,,,,,,gia công nón t___i nhà,,,,South,45-64,1763397
7.97663E+14,1,79,1,62,2,12,4,3,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.97603E+14,3,79,1,49,2,10,2,1,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.47213E+14,2,74,1,53,2,6,0,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.77473E+14,1,77,1,53,2,9,2,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
8.08003E+14,3,80,1,47,2,6,1,0,2,,,,6,63,1,1,1,1,10000,1,,,,,,nông dân,,,,South,45-64,1763397
7.97683E+14,5,79,1,58,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.97783E+14,3,79,1,61,2,4,0,0,3,,,,9,91,19,97,2,1,8400,2,,,,,,làm m_____n,,,,South,45-64,1763397
9.29173E+14,3,92,1,49,2,5,2,0,3,,,,9,96,7,47,1,1,7000,2,,,,,,buon bán,,,,South,45-64,1763397
9.29233E+14,2,92,1,55,2,6,1,0,2,,,,9,92,1,1,1,1,10000,2,,,,,,làm r___y,,,,South,45-64,1763397
7.97653E+14,3,79,1,61,2,5,1,1,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.47183E+14,3,74,1,63,2,5,0,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.47183E+14,3,74,1,55,2,3,0,0,3,,,,9,92,19,98,4,1,600,2,,,,,,C___o h___t di___u,,,,South,45-64,1763397
7.27093E+14,2,72,1,48,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
9.18993E+14,3,91,1,64,2,9,2,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.27033E+14,1,72,1,57,2,6,1,0,3,,,,9,95,7,47,2,1,1800,2,,,,,,bán hàng t___p hóa,,,,South,45-64,1763397
9.29193E+14,1,92,1,64,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
9.29163E+14,5,92,1,48,2,9,2,0,3,,,,9,95,9,56,4,1,7000,2,,,,,,bán bún riêu,,,,South,45-64,1763397
7.77533E+14,1,77,1,58,2,5,0,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.57313E+14,1,75,1,63,2,12,2,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
9.29173E+14,3,92,1,56,2,5,1,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.47253E+14,3,74,1,45,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.77533E+14,1,77,1,54,2,9,2,0,1,,,,6,63,1,1,2,2,,,6,63,1,1,2,chan nuôi,,tr___ng lúa,,South,45-64,1763397
9.29163E+14,1,92,1,57,2,11,3,0,1,,,,9,95,21,96,4,1,600,2,,,,,,ch___y xe ôm,,,,South,45-64,1763397
9.18993E+14,3,91,1,53,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.47183E+14,1,74,1,56,2,6,1,0,3,,,,9,95,7,47,2,1,3000,2,,,,,,buôn bán hàng rong,,,,South,45-64,1763397
7.97663E+14,4,79,1,59,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
8.28233E+14,2,82,1,56,2,12,3,0,3,,,,9,91,21,96,4,2,,,9,91,21,96,4,gi__ tre t___i nha,,buôn bán,,South,45-64,1763397
7.47183E+14,4,74,1,50,2,3,0,0,3,,,,9,91,19,97,4,1,5000,1,,,,,,giúp vi___c nhà,,,,South,45-64,1763397
8.98893E+14,1,89,1,64,2,2,1,0,3,,,,9,95,7,47,4,1,1500,2,,,,,,BUÔN BÁN,,,,South,45-64,1763397
7.97783E+14,1,79,1,61,2,4,0,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
9.59543E+14,1,95,1,45,2,12,3,0,1,,,,9,95,3,14,6,1,5000,1,,,,,,cong nhan may,,,,South,45-64,1763397
8.98833E+14,4,89,1,57,2,1,1,0,3,,,,9,96,21,96,4,1,1500,2,,,,,,LÀM CH___I,,,,South,45-64,1763397
8.98833E+14,5,89,1,61,2,3,1,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.47253E+14,1,74,1,46,2,10,2,0,3,,,,7,75,19,97,2,1,4000,2,,,,,,Th___ may t___i nhà,,,,South,45-64,1763397
7.97663E+14,1,79,1,47,2,5,1,0,3,,,,5,51,21,96,2,1,6000,2,,,,,,th___ làm tóc,,,,South,45-64,1763397
7.27033E+14,5,72,1,45,2,8,1,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
9.39373E+14,2,93,1,57,2,5,1,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.97733E+14,1,79,1,49,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.97603E+14,2,79,1,50,2,4,1,0,1,,,,9,95,7,47,4,1,5000,2,,,,,,buon bán,,,,South,45-64,1763397
7.97613E+14,2,79,1,51,2,11,2,1,1,,,,7,75,3,13,5,1,10000,1,,,,,,công nhân d___t,,,,South,45-64,1763397
8.08003E+14,2,80,1,50,2,7,2,0,2,,,,9,95,9,56,4,1,3000,2,,,,,,buôn bán quán cafe,,,,South,45-64,1763397
7.97653E+14,1,79,1,59,2,9,2,1,3,,,,5,53,14,82,5,1,5000,1,,,,,,h___ lý,,,,South,45-64,1763397
7.97603E+14,5,79,1,54,2,7,1,0,3,,,,9,91,21,96,4,1,5000,2,,,,,,n___i tr___,,,,South,45-64,1763397
7.57363E+14,1,75,1,59,2,12,4,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
9.59543E+14,1,95,1,56,2,3,0,0,3,,,,9,95,9,56,4,1,9000,2,,,,,,bán ca phe,,,,South,45-64,1763397
7.97773E+14,1,79,1,46,2,7,1,0,1,,,,9,93,3,15,6,1,7000,1,,,,,,công nhân ( làm v___ giày da),,,,South,45-64,1763397
9.29173E+14,2,92,1,50,2,9,2,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.97753E+14,1,79,1,49,2,12,3,0,2,3,,,5,52,9,56,4,1,4000,2,,,,,,buon ban nuoc gi___i khát,,,,South,45-64,1763397
9.29193E+14,1,92,1,54,2,12,3,0,3,,,,9,95,9,56,4,1,6000,2,,,,,,buon ban quan an,,,,South,45-64,1763397
7.97753E+14,1,79,1,60,2,9,2,1,3,,,,9,95,9,56,4,1,15000,2,,,,,,bán hàng an,,,,South,45-64,1763397
7.97733E+14,3,79,1,47,2,4,0,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.97733E+14,3,79,1,47,2,9,2,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.77473E+14,2,77,1,47,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
8.78703E+14,2,87,1,62,2,1,1,0,1,,,,9,95,18,92,4,1,3000,2,,,,,,bán vé s___,,,,South,45-64,1763397
7.47213E+14,3,74,1,48,2,12,3,0,3,,,,9,95,7,47,4,1,5000,2,,,,,,Buôn bán t___p hóa,,,,South,45-64,1763397
7.97683E+14,3,79,1,56,2,9,2,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.97673E+14,2,79,1,48,2,12,3,0,3,,,,9,91,19,97,2,1,5000,2,,,,,,giúp vi___c nhà,,,,South,45-64,1763397
7.97673E+14,4,79,1,58,2,4,0,0,3,,,,9,95,9,56,2,1,0,2,9,91,19,97,2,làm t___ do,,làm thuê,,South,45-64,1763397
9.29233E+14,2,92,1,48,2,5,1,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.97663E+14,3,79,1,58,2,6,1,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.97643E+14,3,79,1,54,2,4,0,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.97603E+14,3,79,1,45,2,12,3,0,3,,,,9,95,9,56,2,1,7000,2,,,,,,buôn bán n_____c,,,,South,45-64,1763397
7.97653E+14,2,79,1,60,2,10,2,1,1,,,,5,52,9,56,4,1,6000,2,,,,,,kính doanh âm thuc,,,,South,45-64,1763397
7.97653E+14,2,79,1,45,2,9,2,0,3,,,,9,91,21,96,2,1,6000,2,,,,,,gi___ tr___ t___i nhà,,,,South,45-64,1763397
7.97653E+14,2,79,1,63,2,11,2,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.97663E+14,2,79,1,45,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.97643E+14,1,79,1,61,2,3,0,0,3,,,,9,95,18,92,2,1,4000,2,,,,,,Buôn bán vé s___,,,,South,45-64,1763397
9.29173E+14,1,92,1,58,2,5,1,0,3,,,,9,95,7,46,4,1,1500,2,,,,,,buôn bán d___ r___y,,,,South,45-64,1763397
7.97643E+14,2,79,1,58,2,10,2,2,3,,,,9,95,9,56,2,1,2000,2,,,,,,buôn bán s___a d___u nành,,,,South,45-64,1763397
7.97613E+14,2,79,1,46,2,9,2,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
8.08003E+14,3,80,1,46,2,8,1,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.97603E+14,3,79,1,51,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
9.39373E+14,2,93,1,45,2,9,2,0,3,,,,9,96,7,46,4,1,3000,2,,,,,,buon bán,,,,South,45-64,1763397
8.98843E+14,1,89,1,58,2,12,5,0,1,,,,3,36,16,85,5,1,10000,1,9,95,7,47,4,GIÁO VIÊN,,BUÔN BAN,,South,45-64,1763397
9.59613E+14,2,95,1,45,2,6,1,0,3,,,,9,95,9,56,4,1,3000,2,,,,,,bán bánh mi,,,,South,45-64,1763397
9.29193E+14,2,92,1,58,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
8.98843E+14,3,89,1,49,2,4,1,0,3,,,,9,95,9,56,4,1,9000,2,9,95,21,96,4,BUÔN BÁN BÁNH,,CHO VAY TI___N,,South,45-64,1763397
7.97753E+14,3,79,1,45,2,6,1,1,1,,,,9,94,21,96,4,1,5000,2,,,,,,bu___n bán,,,,South,45-64,1763397
8.98893E+14,2,89,1,45,2,11,3,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
9.39373E+14,1,93,1,62,2,5,1,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.77533E+14,3,77,1,46,2,3,0,0,1,,,,9,93,6,42,4,1,4000,2,6,63,1,1,1,phu__ hô__,,chan nuôi bo__,,South,45-64,1763397
7.97653E+14,3,79,1,48,2,8,1,1,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
7.97773E+14,5,79,1,61,2,12,4,0,1,,,,5,54,15,84,5,1,2200,1,,,,,,B___O V___ KHU PH___,,,,South,45-64,1763397
7.47253E+14,1,74,1,60,2,9,2,0,0,,,,,,,,,,,,,,,,,,,,,South,45-64,1763397
